amount,payment_method,merchant_category,device_new,location_change,transaction_time,is_fraud
150481.29,Debit Card,Utilities & Bills,0,0,Day,0
86546.29,NetBanking,Fuel,1,1,Day,1
119768.83,Debit Card,Shopping,1,0,Night,1
47392.03,Credit Card,Subscriptions,0,1,Day,0
132479.12,NetBanking,Healthcare,0,0,Day,0
4541.25,UPI,Shopping,0,0,Night,0
184569.6,NetBanking,Entertainment,1,1,Day,1
186176.0,Credit Card,Subscriptions,0,0,Day,0
78899.53,Debit Card,Finance & Investments,1,0,Day,0
7339.05,NetBanking,Healthcare,1,0,Night,0
95400.92,UPI,Finance & Investments,0,1,Night,1
187894.81,NetBanking,Shopping,0,0,Night,0
42701.31,UPI,Fuel,1,0,Day,0
21970.68,UPI,Fuel,0,1,Night,0
82756.33,Debit Card,Luxury Goods,1,1,Day,1
22794.11,NetBanking,Subscriptions,0,0,Day,0
47456.52,Credit Card,Entertainment,0,0,Night,0
1704.8,Debit Card,Electronics,0,1,Night,1
155077.27,Debit Card,Healthcare,0,1,Day,0
93714.04,Debit Card,Gaming,1,0,Night,1
133474.34,NetBanking,Shopping,0,1,Night,1
192304.26,UPI,Gaming,0,0,Day,0
120001.68,Credit Card,Food & Dining,0,0,Night,0
30084.86,UPI,Electronics,1,1,Day,1
172631.33,UPI,Education,1,1,Night,1
190205.49,NetBanking,Travel & Transport,0,1,Night,1
129803.15,UPI,Shopping,1,1,Day,1
130064.85,NetBanking,Healthcare,1,0,Night,1
155080.23,UPI,Gaming,0,1,Day,1
59552.43,UPI,Shopping,0,0,Night,0
98566.15,NetBanking,Food & Dining,1,1,Day,1
157131.54,Credit Card,Fuel,1,0,Night,1
10174.3,NetBanking,Utilities & Bills,0,1,Day,0
123184.97,Credit Card,Healthcare,0,1,Day,0
60301.15,Debit Card,Luxury Goods,0,0,Day,0
30347.81,Credit Card,Luxury Goods,1,0,Night,1
162610.76,Credit Card,Utilities & Bills,1,1,Day,1
176746.41,NetBanking,Luxury Goods,0,0,Night,1
174210.62,Debit Card,Subscriptions,1,0,Night,1
65837.06,Debit Card,Gaming,0,0,Night,1
123216.86,Credit Card,Grocery,0,0,Day,0
84295.77,Credit Card,Luxury Goods,0,0,Day,0
52723.26,Debit Card,Fuel,1,1,Day,1
119814.87,Credit Card,Healthcare,1,1,Day,1
184272.33,UPI,Shopping,0,0,Day,0
27727.1,UPI,Food & Dining,0,1,Night,0
193700.21,Credit Card,Utilities & Bills,1,0,Day,0
72593.59,Debit Card,Utilities & Bills,1,1,Day,1
98499.81,Debit Card,Utilities & Bills,1,1,Day,1
97905.58,NetBanking,Food & Dining,0,0,Night,0
12339.48,Debit Card,Utilities & Bills,0,0,Day,0
187399.24,Credit Card,Subscriptions,1,1,Night,1
116182.06,NetBanking,Entertainment,0,1,Night,1
139538.47,UPI,Luxury Goods,0,0,Day,0
141711.78,UPI,Food & Dining,1,0,Day,0
82488.63,NetBanking,Education,1,0,Night,1
77335.54,Credit Card,Education,1,0,Day,0
78781.5,Debit Card,Electronics,0,0,Day,0
28847.25,UPI,Shopping,1,0,Night,0
85579.53,UPI,Food & Dining,0,1,Day,0
189747.12,NetBanking,Grocery,0,1,Night,1
108104.66,UPI,Grocery,0,0,Night,0
150484.44,NetBanking,Luxury Goods,1,1,Night,1
85987.05,UPI,Education,1,1,Day,1
134720.99,NetBanking,Fuel,0,0,Day,0
148247.55,UPI,Healthcare,1,1,Night,1
78412.45,Debit Card,Subscriptions,0,0,Night,0
79391.7,Debit Card,Healthcare,1,1,Night,1
130161.78,Debit Card,Entertainment,1,1,Night,1
144493.81,Debit Card,Entertainment,1,1,Night,1
47059.25,NetBanking,Luxury Goods,0,1,Night,1
172444.86,Debit Card,Subscriptions,0,1,Day,0
130971.36,Credit Card,Healthcare,1,0,Day,0
128129.57,UPI,Food & Dining,0,0,Day,0
170334.16,Credit Card,Luxury Goods,1,0,Day,1
131347.86,NetBanking,Gaming,1,0,Day,1
16940.18,NetBanking,Utilities & Bills,1,1,Day,0
126520.09,Credit Card,Entertainment,0,0,Night,0
22156.81,UPI,Finance & Investments,1,1,Night,1
89416.4,Debit Card,Food & Dining,0,0,Night,0
118507.43,Credit Card,Entertainment,0,0,Night,0
109639.03,UPI,Education,1,1,Day,1
111550.89,Debit Card,Entertainment,0,1,Day,0
49652.38,NetBanking,Grocery,0,0,Night,0
79346.13,Debit Card,Shopping,1,1,Day,1
163571.23,UPI,Utilities & Bills,1,0,Day,0
72466.31,Credit Card,Healthcare,0,0,Night,0
31237.17,Debit Card,Luxury Goods,1,0,Day,0
111791.13,UPI,Education,1,1,Night,1
188455.93,Debit Card,Finance & Investments,0,0,Night,0
199853.22,Credit Card,Entertainment,1,0,Day,0
61825.72,Debit Card,Education,1,0,Day,0
172867.74,NetBanking,Healthcare,1,1,Day,1
192573.02,NetBanking,Food & Dining,0,0,Day,0
105877.63,Credit Card,Entertainment,0,0,Night,0
197584.87,NetBanking,Education,1,1,Day,1
171837.07,UPI,Healthcare,1,1,Night,1
159453.16,Credit Card,Gaming,1,0,Night,1
72093.56,Credit Card,Grocery,1,1,Night,1
120239.13,NetBanking,Education,0,0,Night,0
114361.86,NetBanking,Travel & Transport,1,0,Night,1
120277.31,NetBanking,Entertainment,1,0,Day,0
50890.64,Credit Card,Shopping,1,1,Night,1
149207.65,Credit Card,Grocery,0,0,Night,0
105730.31,UPI,Shopping,0,0,Day,0
107583.07,Credit Card,Electronics,0,1,Night,1
123009.97,Credit Card,Travel & Transport,1,1,Night,1
159863.83,Debit Card,Finance & Investments,0,0,Night,0
108109.47,UPI,Grocery,0,0,Day,0
175575.56,Debit Card,Travel & Transport,1,0,Day,0
155972.2,NetBanking,Gaming,1,0,Day,1
158238.94,NetBanking,Fuel,0,1,Day,0
104850.83,Credit Card,Shopping,0,0,Night,0
31388.39,NetBanking,Education,1,0,Day,0
21685.12,NetBanking,Travel & Transport,0,0,Night,0
141953.5,UPI,Gaming,0,1,Night,1
107986.06,Credit Card,Electronics,0,0,Night,1
167985.53,Debit Card,Utilities & Bills,0,1,Night,1
72980.42,Credit Card,Healthcare,1,0,Night,1
21977.2,Credit Card,Travel & Transport,1,1,Day,0
121786.47,UPI,Grocery,0,0,Night,0
148230.04,Credit Card,Fuel,0,1,Night,1
161110.14,Credit Card,Finance & Investments,1,1,Day,1
189539.66,Credit Card,Utilities & Bills,1,1,Night,1
98534.73,UPI,Fuel,1,1,Night,1
71251.84,Credit Card,Gaming,0,0,Day,0
330.75,Debit Card,Grocery,0,1,Day,0
45260.97,Credit Card,Subscriptions,0,1,Night,0
179621.89,Credit Card,Fuel,0,1,Night,1
11177.47,Credit Card,Healthcare,1,0,Night,0
158079.96,Credit Card,Grocery,1,1,Night,1
91748.82,NetBanking,Food & Dining,1,0,Night,1
132268.43,NetBanking,Electronics,1,0,Night,1
83971.17,Debit Card,Utilities & Bills,0,1,Night,1
10546.26,UPI,Healthcare,1,0,Day,0
36195.43,Debit Card,Travel & Transport,0,1,Night,0
182518.45,NetBanking,Utilities & Bills,0,1,Day,0
153151.33,NetBanking,Shopping,1,0,Night,1
665.79,Debit Card,Finance & Investments,1,0,Night,0
63859.12,Credit Card,Finance & Investments,1,0,Night,1
41998.14,NetBanking,Entertainment,1,1,Day,0
103388.86,Debit Card,Gaming,1,1,Night,1
122235.44,UPI,Travel & Transport,0,1,Night,1
99923.33,UPI,Subscriptions,0,0,Day,0
34763.15,UPI,Entertainment,0,0,Night,0
74419.2,UPI,Luxury Goods,0,1,Day,1
45524.69,Debit Card,Healthcare,1,0,Day,0
30411.57,Credit Card,Grocery,0,1,Night,0
122734.39,Credit Card,Grocery,0,0,Night,0
172440.04,Debit Card,Entertainment,0,1,Night,1
89514.35,NetBanking,Travel & Transport,0,0,Night,0
193452.41,Debit Card,Utilities & Bills,0,0,Day,0
182754.69,NetBanking,Education,1,0,Day,0
34727.65,Credit Card,Gaming,0,0,Night,0
63761.77,Debit Card,Finance & Investments,0,0,Night,0
62641.61,UPI,Luxury Goods,0,0,Day,0
64668.21,NetBanking,Electronics,1,1,Day,1
114088.25,Credit Card,Grocery,1,0,Day,0
159514.8,UPI,Shopping,1,1,Night,1
169499.91,NetBanking,Grocery,1,0,Night,1
1464.42,UPI,Fuel,1,1,Night,1
130678.44,Credit Card,Electronics,0,0,Day,0
115202.66,Debit Card,Healthcare,0,1,Night,1
149749.98,Credit Card,Electronics,1,0,Day,1
41939.83,Debit Card,Electronics,0,1,Night,1
114276.7,NetBanking,Luxury Goods,1,0,Day,1
181602.14,NetBanking,Electronics,0,1,Day,1
49249.79,Credit Card,Education,0,1,Night,0
100428.56,Credit Card,Grocery,0,1,Night,1
2501.21,NetBanking,Luxury Goods,0,0,Night,0
173740.57,Credit Card,Travel & Transport,1,1,Day,1
133562.97,NetBanking,Education,0,0,Day,0
132039.96,NetBanking,Shopping,1,1,Night,1
32093.36,Credit Card,Luxury Goods,1,1,Night,1
187017.31,NetBanking,Food & Dining,0,1,Night,1
105564.26,Debit Card,Gaming,1,1,Day,1
46757.21,NetBanking,Fuel,0,1,Night,0
36095.03,Debit Card,Healthcare,1,0,Day,0
103529.43,NetBanking,Food & Dining,0,1,Day,0
81021.7,NetBanking,Travel & Transport,1,0,Night,1
57122.96,NetBanking,Utilities & Bills,1,1,Day,1
34922.28,NetBanking,Fuel,0,0,Day,0
21520.71,NetBanking,Food & Dining,1,0,Day,0
15430.24,NetBanking,Utilities & Bills,1,0,Night,0
90561.05,Credit Card,Electronics,0,0,Night,1
95703.82,UPI,Travel & Transport,0,1,Night,1
79092.46,NetBanking,Fuel,0,0,Night,0
193642.92,Credit Card,Healthcare,0,1,Night,1
33158.92,NetBanking,Fuel,0,1,Day,0
137681.62,NetBanking,Shopping,1,0,Night,1
198053.19,NetBanking,Grocery,1,0,Day,0
16245.06,Debit Card,Electronics,0,1,Day,0
91514.24,NetBanking,Education,1,1,Day,1
146074.03,UPI,Luxury Goods,1,1,Night,1
30059.94,Debit Card,Electronics,1,0,Night,1
130492.24,Debit Card,Education,0,1,Night,1
95981.01,Debit Card,Food & Dining,0,0,Night,0
106586.17,UPI,Grocery,1,1,Day,1
39854.94,Credit Card,Travel & Transport,0,0,Night,0
130282.94,Credit Card,Finance & Investments,1,0,Night,1
47828.18,UPI,Healthcare,0,0,Night,0
19563.32,UPI,Travel & Transport,1,1,Night,1
30279.94,Debit Card,Food & Dining,0,0,Night,0
154510.75,Debit Card,Education,1,1,Night,1
69508.4,Debit Card,Education,0,0,Day,0
13483.4,UPI,Subscriptions,1,0,Night,0
11274.71,Credit Card,Education,0,1,Night,0
87861.91,NetBanking,Shopping,1,1,Day,1
11357.41,Debit Card,Gaming,1,1,Day,1
190569.38,NetBanking,Fuel,1,0,Night,1
22965.99,Credit Card,Entertainment,1,1,Night,1
191109.8,Credit Card,Gaming,0,0,Day,0
12306.27,UPI,Travel & Transport,0,0,Night,0
85861.71,Debit Card,Food & Dining,1,1,Day,1
178485.15,UPI,Food & Dining,0,1,Day,0
140442.2,NetBanking,Fuel,1,0,Day,0
31983.37,Debit Card,Food & Dining,1,1,Night,1
20055.82,Debit Card,Shopping,0,1,Night,0
167384.74,UPI,Travel & Transport,1,1,Day,1
41429.45,NetBanking,Finance & Investments,0,0,Day,0
56504.02,Debit Card,Fuel,0,0,Day,0
118452.77,Credit Card,Finance & Investments,1,0,Night,1
50946.49,NetBanking,Fuel,1,0,Day,0
136312.63,NetBanking,Electronics,1,0,Night,1
32276.53,UPI,Travel & Transport,1,0,Day,0
137276.43,Credit Card,Entertainment,0,0,Day,0
14302.57,Credit Card,Gaming,0,1,Day,0
175129.18,Credit Card,Finance & Investments,1,1,Day,1
49182.46,Debit Card,Healthcare,0,0,Night,0
80181.78,NetBanking,Gaming,1,0,Night,1
186952.85,UPI,Travel & Transport,1,0,Night,1
54150.52,NetBanking,Subscriptions,1,0,Night,1
46172.31,NetBanking,Education,0,0,Day,0
114539.57,Debit Card,Travel & Transport,0,0,Night,0
139159.53,Debit Card,Food & Dining,0,1,Day,0
32303.62,UPI,Finance & Investments,0,0,Day,0
88776.31,UPI,Fuel,1,0,Night,1
33565.98,UPI,Subscriptions,1,0,Night,0
149924.21,NetBanking,Luxury Goods,0,0,Night,1
129909.37,NetBanking,Entertainment,1,1,Day,1
80419.52,UPI,Grocery,0,1,Night,1
101982.08,Debit Card,Subscriptions,0,0,Night,0
117652.43,Debit Card,Subscriptions,0,0,Day,0
97915.27,Credit Card,Education,1,1,Day,1
78331.11,Credit Card,Utilities & Bills,0,1,Night,1
193976.81,Debit Card,Shopping,1,1,Day,1
4618.11,UPI,Entertainment,0,0,Day,0
52200.52,UPI,Utilities & Bills,1,1,Day,1
149768.85,UPI,Healthcare,0,0,Day,0
43376.92,NetBanking,Luxury Goods,1,1,Day,1
93767.92,Credit Card,Grocery,0,1,Night,1
3417.32,Debit Card,Education,0,1,Night,0
112966.3,Credit Card,Luxury Goods,1,0,Night,1
192400.84,UPI,Fuel,1,1,Day,1
90313.66,NetBanking,Grocery,0,1,Night,1
56060.45,UPI,Utilities & Bills,1,0,Night,1
175994.53,NetBanking,Gaming,1,0,Night,1
147506.56,NetBanking,Gaming,1,0,Day,1
164505.82,Credit Card,Electronics,1,1,Night,1
66239.62,Debit Card,Finance & Investments,0,1,Day,0
178806.85,NetBanking,Education,1,1,Night,1
67828.25,Debit Card,Finance & Investments,0,0,Night,0
66769.15,Debit Card,Subscriptions,0,1,Night,1
79328.49,Credit Card,Gaming,0,0,Night,1
168899.32,UPI,Finance & Investments,0,1,Night,1
8027.38,UPI,Finance & Investments,1,0,Day,0
183039.38,UPI,Subscriptions,0,0,Day,0
132119.15,NetBanking,Finance & Investments,1,1,Night,1
196909.88,Credit Card,Shopping,0,1,Day,0
100050.96,Debit Card,Shopping,0,0,Night,0
116284.22,Debit Card,Gaming,1,0,Night,1
188490.43,NetBanking,Entertainment,1,1,Night,1
113804.44,Debit Card,Finance & Investments,0,1,Night,1
150460.03,Debit Card,Grocery,0,0,Day,0
8334.16,NetBanking,Healthcare,0,0,Night,0
122237.34,UPI,Gaming,0,1,Night,1
125379.21,UPI,Food & Dining,1,0,Day,0
91060.75,Debit Card,Travel & Transport,1,0,Day,0
180407.06,NetBanking,Subscriptions,1,1,Night,1
74439.4,Credit Card,Luxury Goods,0,1,Night,1
27367.61,UPI,Shopping,1,1,Night,1
192298.34,NetBanking,Gaming,1,0,Night,1
5411.31,NetBanking,Travel & Transport,1,1,Day,0
141884.34,UPI,Luxury Goods,0,1,Night,1
80814.49,UPI,Electronics,1,0,Day,1
35211.09,Credit Card,Travel & Transport,0,0,Day,0
23606.09,UPI,Utilities & Bills,0,0,Day,0
14948.39,Debit Card,Luxury Goods,1,0,Night,1
181586.0,UPI,Shopping,0,0,Night,0
87150.74,Debit Card,Luxury Goods,1,1,Night,1
121419.74,NetBanking,Finance & Investments,0,0,Night,0
22606.85,Credit Card,Food & Dining,0,1,Day,0
67641.84,UPI,Healthcare,1,1,Day,1
116204.58,Debit Card,Shopping,1,1,Day,1
37059.46,Credit Card,Education,0,1,Day,0
4533.73,Credit Card,Utilities & Bills,0,0,Day,0
178291.2,NetBanking,Electronics,1,0,Day,1
28055.64,Credit Card,Fuel,0,0,Day,0
60576.79,Debit Card,Entertainment,1,1,Night,1
35680.14,Debit Card,Food & Dining,0,0,Night,0
175859.66,Debit Card,Luxury Goods,0,1,Day,1
5913.13,Credit Card,Travel & Transport,1,0,Day,0
70569.77,Credit Card,Shopping,1,1,Day,1
78435.73,Credit Card,Shopping,0,0,Night,0
186112.98,UPI,Food & Dining,1,0,Day,0
83532.55,NetBanking,Fuel,0,1,Night,1
189561.18,NetBanking,Food & Dining,0,0,Day,0
165426.55,UPI,Healthcare,0,1,Day,0
50037.83,Credit Card,Education,0,1,Night,1
6670.36,Debit Card,Finance & Investments,1,1,Day,0
125413.71,Credit Card,Grocery,1,0,Night,1
162522.14,UPI,Travel & Transport,0,0,Day,0
104342.21,Debit Card,Electronics,1,0,Day,1
151874.07,UPI,Gaming,0,1,Day,1
137895.01,NetBanking,Healthcare,1,0,Night,1
25420.45,NetBanking,Entertainment,0,1,Day,0
145659.2,NetBanking,Utilities & Bills,0,0,Day,0
63587.31,NetBanking,Fuel,0,1,Day,0
173508.19,Debit Card,Electronics,1,0,Day,1
196288.98,UPI,Healthcare,0,1,Night,1
124090.9,NetBanking,Travel & Transport,0,1,Night,1
105276.45,Debit Card,Finance & Investments,1,1,Night,1
159807.94,UPI,Utilities & Bills,0,0,Night,0
79449.86,Debit Card,Travel & Transport,0,0,Night,0
135965.37,NetBanking,Shopping,1,0,Night,1
18589.7,Debit Card,Finance & Investments,1,1,Day,0
20675.51,NetBanking,Gaming,1,1,Day,1
142440.63,UPI,Fuel,1,1,Day,1
90284.02,NetBanking,Luxury Goods,1,0,Night,1
128672.87,Debit Card,Gaming,0,1,Day,1
79665.45,Credit Card,Travel & Transport,1,0,Day,0
95685.75,NetBanking,Entertainment,0,1,Day,0
5556.03,NetBanking,Gaming,0,0,Day,0
115261.06,Debit Card,Gaming,1,0,Day,1
56879.35,UPI,Food & Dining,0,1,Day,0
12478.04,NetBanking,Fuel,1,0,Night,0
151648.84,UPI,Fuel,1,1,Day,1
142992.52,Debit Card,Utilities & Bills,1,0,Night,1
44266.63,Debit Card,Utilities & Bills,1,0,Day,0
91032.67,Debit Card,Gaming,1,0,Night,1
36480.83,NetBanking,Luxury Goods,1,1,Day,1
148104.5,UPI,Entertainment,1,1,Night,1
178179.74,UPI,Education,0,0,Day,0
136317.97,Credit Card,Gaming,0,0,Night,1
78469.12,Credit Card,Gaming,0,0,Day,0
2068.55,NetBanking,Subscriptions,0,0,Night,0
42483.42,UPI,Gaming,0,0,Day,0
23756.64,NetBanking,Subscriptions,1,0,Day,0
140551.94,Credit Card,Fuel,1,0,Day,0
191643.39,NetBanking,Travel & Transport,0,1,Day,0
99770.97,UPI,Finance & Investments,1,1,Day,1
58592.45,NetBanking,Grocery,0,1,Night,1
149085.68,Credit Card,Luxury Goods,0,1,Night,1
170741.06,Credit Card,Luxury Goods,1,0,Night,1
67401.57,NetBanking,Healthcare,1,0,Day,0
5269.05,Credit Card,Healthcare,1,0,Night,0
62256.02,NetBanking,Shopping,0,1,Night,1
19732.69,UPI,Entertainment,1,1,Day,0
165913.12,Credit Card,Fuel,1,0,Night,1
139524.93,Debit Card,Food & Dining,1,0,Night,1
40439.05,Credit Card,Travel & Transport,1,0,Day,0
13443.23,Credit Card,Subscriptions,0,0,Night,0
50755.03,Debit Card,Luxury Goods,0,0,Night,1
3266.13,UPI,Finance & Investments,0,1,Night,0
100886.34,Credit Card,Electronics,1,0,Night,1
134149.75,Debit Card,Healthcare,0,1,Day,0
7304.72,NetBanking,Grocery,1,0,Night,0
64989.09,NetBanking,Travel & Transport,0,0,Day,0
9885.73,UPI,Shopping,1,0,Night,0
89182.44,Credit Card,Gaming,1,1,Night,1
78150.13,UPI,Luxury Goods,1,1,Day,1
159459.37,UPI,Finance & Investments,0,1,Day,0
186286.96,NetBanking,Travel & Transport,0,0,Day,0
173298.34,UPI,Travel & Transport,0,0,Night,0
111171.08,NetBanking,Shopping,0,1,Day,0
150755.01,Debit Card,Grocery,1,1,Day,1
169377.79,UPI,Entertainment,0,1,Day,0
63305.92,UPI,Shopping,1,0,Night,1
36073.65,NetBanking,Healthcare,0,0,Day,0
165833.08,Credit Card,Grocery,0,0,Night,0
171914.71,Debit Card,Shopping,0,1,Day,0
173074.82,UPI,Gaming,0,0,Night,1
87906.83,NetBanking,Utilities & Bills,1,1,Night,1
2567.06,Debit Card,Luxury Goods,1,0,Night,1
168482.09,Credit Card,Subscriptions,0,0,Day,0
23093.83,Debit Card,Gaming,0,0,Night,0
94658.54,NetBanking,Electronics,0,1,Night,1
135170.73,Credit Card,Entertainment,1,1,Day,1
74369.0,UPI,Entertainment,0,0,Night,0
186047.09,Credit Card,Utilities & Bills,0,1,Night,1
16462.07,NetBanking,Healthcare,1,0,Day,0
51478.54,Debit Card,Shopping,0,0,Night,0
158119.21,Credit Card,Luxury Goods,0,0,Night,1
76821.46,UPI,Travel & Transport,0,0,Night,0
7125.33,NetBanking,Fuel,1,0,Day,0
126955.92,Credit Card,Utilities & Bills,0,1,Night,1
41641.26,NetBanking,Grocery,1,0,Day,0
192786.11,UPI,Entertainment,1,0,Day,0
171083.25,UPI,Fuel,1,1,Day,1
172913.05,Credit Card,Luxury Goods,0,0,Night,1
161819.46,Credit Card,Luxury Goods,1,0,Night,1
177742.41,UPI,Subscriptions,1,0,Day,0
88277.09,UPI,Subscriptions,0,1,Day,0
185820.71,UPI,Electronics,0,0,Day,0
102106.76,Debit Card,Fuel,1,1,Day,1
85902.15,Debit Card,Food & Dining,1,1,Night,1
3112.8,NetBanking,Utilities & Bills,1,1,Night,1
195784.86,Credit Card,Education,0,1,Day,0
82963.58,Credit Card,Gaming,0,0,Day,0
116337.5,Credit Card,Entertainment,0,1,Night,1
124291.78,NetBanking,Grocery,1,1,Day,1
54555.86,Debit Card,Grocery,0,1,Day,0
122900.09,UPI,Gaming,1,0,Day,1
59103.44,UPI,Finance & Investments,1,1,Night,1
61478.97,UPI,Electronics,0,0,Day,0
58275.95,UPI,Food & Dining,0,1,Day,0
10867.12,Debit Card,Shopping,1,0,Day,0
99113.1,UPI,Grocery,0,0,Night,0
48294.14,Debit Card,Finance & Investments,1,1,Day,0
79802.73,NetBanking,Food & Dining,0,0,Night,0
88362.02,Credit Card,Utilities & Bills,1,0,Night,1
35905.78,UPI,Utilities & Bills,1,1,Night,1
173278.2,Debit Card,Grocery,1,1,Night,1
59746.5,UPI,Education,1,0,Night,1
39805.12,UPI,Travel & Transport,0,1,Day,0
140724.15,Debit Card,Shopping,0,0,Night,0
108784.81,NetBanking,Grocery,0,1,Night,1
59046.75,Debit Card,Electronics,1,0,Day,1
124690.13,UPI,Utilities & Bills,0,1,Night,1
166637.08,Debit Card,Healthcare,1,0,Day,0
63547.74,NetBanking,Fuel,0,0,Day,0
42359.11,Credit Card,Electronics,1,0,Day,0
17676.77,Debit Card,Luxury Goods,0,1,Day,0
95552.55,Debit Card,Finance & Investments,1,1,Day,1
92082.25,Debit Card,Education,1,1,Day,1
94017.53,NetBanking,Electronics,1,0,Day,1
118489.49,NetBanking,Travel & Transport,1,0,Day,0
45456.23,UPI,Shopping,0,0,Night,0
1392.24,UPI,Travel & Transport,1,0,Night,0
72309.29,Credit Card,Healthcare,1,1,Night,1
128287.82,Credit Card,Travel & Transport,0,0,Night,0
130712.75,NetBanking,Electronics,1,0,Night,1
152169.62,UPI,Grocery,0,1,Day,0
178209.05,Credit Card,Entertainment,0,1,Day,0
53475.67,NetBanking,Subscriptions,0,0,Night,0
56172.15,UPI,Travel & Transport,1,0,Day,0
132044.9,Credit Card,Travel & Transport,1,1,Night,1
13501.91,NetBanking,Subscriptions,1,1,Day,0
65239.3,UPI,Electronics,1,0,Night,1
4245.12,NetBanking,Luxury Goods,0,1,Day,0
188189.24,NetBanking,Shopping,0,1,Night,1
27155.32,Credit Card,Food & Dining,0,0,Day,0
5796.42,Debit Card,Luxury Goods,0,1,Night,1
81742.29,Debit Card,Entertainment,1,0,Day,0
45013.19,Credit Card,Utilities & Bills,1,0,Day,0
84957.03,Credit Card,Finance & Investments,0,1,Day,0
129205.21,NetBanking,Gaming,0,1,Night,1
30580.03,UPI,Utilities & Bills,1,0,Day,0
13841.2,Debit Card,Electronics,1,0,Day,0
179015.41,UPI,Healthcare,1,0,Night,1
78756.26,Debit Card,Travel & Transport,0,1,Night,1
113708.69,Debit Card,Subscriptions,1,0,Night,1
198802.73,Debit Card,Utilities & Bills,1,0,Day,0
104339.02,Credit Card,Luxury Goods,0,0,Night,1
7256.57,Debit Card,Gaming,0,1,Night,1
35326.38,NetBanking,Healthcare,0,1,Day,0
141687.44,Credit Card,Healthcare,1,0,Night,1
19728.21,Credit Card,Finance & Investments,0,0,Night,0
167950.9,Credit Card,Travel & Transport,1,0,Day,0
111642.47,Credit Card,Entertainment,0,0,Day,0
127932.66,UPI,Gaming,0,0,Day,0
67042.9,NetBanking,Shopping,1,1,Day,1
17613.28,Debit Card,Travel & Transport,0,0,Day,0
31224.19,NetBanking,Shopping,0,0,Day,0
49489.3,Debit Card,Shopping,1,0,Day,0
196049.84,UPI,Luxury Goods,0,1,Day,1
152087.82,Debit Card,Food & Dining,0,0,Night,0
50764.48,UPI,Food & Dining,0,1,Day,0
160722.81,Debit Card,Healthcare,0,0,Night,0
77385.66,NetBanking,Grocery,1,1,Day,1
156900.13,UPI,Utilities & Bills,1,1,Day,1
97639.6,NetBanking,Utilities & Bills,1,0,Night,1
164052.73,Credit Card,Shopping,1,0,Night,1
159301.67,NetBanking,Luxury Goods,0,0,Night,1
33958.07,Credit Card,Entertainment,1,0,Night,0
182936.2,Debit Card,Subscriptions,0,0,Night,0
13391.49,Debit Card,Fuel,0,0,Day,0
15191.67,UPI,Gaming,1,0,Night,1
28935.67,NetBanking,Entertainment,1,1,Night,1
139331.91,NetBanking,Gaming,1,0,Day,1
157055.19,Debit Card,Utilities & Bills,1,0,Night,1
15608.9,Debit Card,Finance & Investments,0,0,Day,0
158798.1,Credit Card,Entertainment,0,0,Day,0
143825.88,UPI,Education,0,1,Night,1
58264.91,NetBanking,Healthcare,1,1,Day,1
161497.19,Credit Card,Education,1,0,Night,1
185537.79,NetBanking,Finance & Investments,1,0,Day,0
3271.4,Credit Card,Healthcare,1,1,Day,0
84127.38,Credit Card,Shopping,0,1,Day,0
13067.85,NetBanking,Healthcare,1,0,Night,0
85690.67,Debit Card,Travel & Transport,0,1,Day,0
136728.08,Credit Card,Travel & Transport,1,1,Night,1
22931.99,Debit Card,Healthcare,1,0,Day,0
119153.18,Credit Card,Travel & Transport,0,1,Day,0
113341.97,Debit Card,Utilities & Bills,1,1,Day,1
171352.15,Debit Card,Healthcare,0,0,Night,0
102868.09,UPI,Gaming,1,1,Night,1
89639.75,UPI,Utilities & Bills,0,1,Night,1
195622.83,Credit Card,Electronics,0,1,Night,1
77209.96,Debit Card,Travel & Transport,0,1,Day,0
160673.45,Credit Card,Gaming,0,0,Day,0
147114.0,Credit Card,Luxury Goods,0,1,Night,1
74578.03,Credit Card,Finance & Investments,0,0,Day,0
110614.64,UPI,Utilities & Bills,1,1,Night,1
163331.45,Debit Card,Education,0,0,Day,0
